text	label
Arena Partners Oy is a development company for electronic business .	neutral
Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .	negative
Through this transaction we are able to participate in developing the industry .	positive
Orion Pharma 's operating profit increased by 42.5 % from 2004 .	positive
The final price will be specified by 14 May 2010 , the acquiring company said .	neutral
Wayne Greensmith , Fiskars Brands UK senior brand manager , said : `` We have launched this as we want to give something back to the community .	neutral
For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer .	positive
The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .	neutral
Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .	positive
The Engines in Asia-Pacific industry profile is an essential resource for top-level data and analysis covering the engines industry .	neutral
Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .	neutral
Elcoteq 's stock of orders has stabilised in the past weeks , Mr Krippl said .	positive
In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .	positive
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .	neutral
Tekla 's software solutions make customers ' core processes more effective in building and construction , energy distribution , infrastructure management and water supply .	neutral
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .	negative
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .	negative
Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .	neutral
The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .	neutral
No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .	neutral
Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .	neutral
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .	positive
Financial details were n't disclosed .	neutral
The closing of the transaction is scheduled to take place on January 10 , 2008 .	neutral
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .	positive
The company says it is difficult to estimate the market situation for the whole year 2009 .	neutral
FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .	neutral
Body The credit falls due February 24 , 2014 .	neutral
However , the production is almost entirely very labor intensive and based on small investments only .	neutral
The Company said that previously EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .	neutral
He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .	neutral
`` We are selling an information systems development business to the Finns .	neutral
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .	neutral
Gearing was 43 % compared to 67 % in 2004 .	neutral
Viking Line has also been forced to alter its timetable so that ferries traveling from Stockholm to Helsinki , Finland , only depart at night .	neutral
Retail chain Suomen L+Æhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .	neutral
Net sales surged by 30 % to EUR 36 million .	positive
Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .	neutral
The recruits who have completed the K-retailer trainee program are qualified to start a career as independent retailers in K-stores .	neutral
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .	neutral
The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .	negative
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .	neutral
ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57	positive
Finnish glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 August ) an operating profit of EUR6 .5 m on net sales of EUR201 .5 m for the period January-September 2008 .	neutral
The new technology improves the glass quality and consistency while increasing throughput .	positive
Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .	neutral
The total investment of the project will be approximately EUR 36m .	neutral
Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .	neutral
Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .	neutral
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .	neutral
There are no substitutes to AC drives .	neutral
KONE is listed on the Nordic Exchange in Helsinki .	neutral
` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .	positive
ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .	neutral
Nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter .	positive
Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .	neutral
A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .	neutral
Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .	neutral
Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass in safety glass machines and Albat + Wirsam in software solutions .	neutral
+_lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +_lo P+Ærnits , chairman of the supervisory board of +_lemiste City and Mainor .	neutral
According to Finnair Technical Services , the measure is above all due to the employment situation .	neutral
The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .	neutral
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .	positive
The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .	neutral
The resignation will be in effect immediately .	neutral
In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .	negative
Those will be partially offset by a 186 mln eur gain on the sale of its Celbi pulp plant in Portugal .	positive
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .	positive
The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .	neutral
Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .	neutral
Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .	neutral
Kaupthing forecasts a significant price increase for printing paper in 2007 .	positive
( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .	negative
- Cash flow from operating activities before investments was EUR 0.8 -1.2 million .	neutral
Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta .	neutral
According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+Æmeri , the Northernmost part of the Gulf of Bothnia .	negative
The guidance has been set at 90 basis points over mid-swaps , the report said .	neutral
The total size of the complex is around 25,000 m2 and the project will be constructed in stages .	neutral
The effect of the savings will be noticeable from the beginning of 2010 .	neutral
A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .	neutral
The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer .	neutral
( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . )	neutral
The goal is to secure the company 's profitability and competitiveness .	neutral
` Patja has worked well for us for more than a decade , and Fujitsu 's new bid was competitive .	neutral
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .	negative
Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .	neutral
CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .	neutral
`` The new unit is a major investment in the Finnish media scene .	neutral
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .	negative
`` Directors and shareholders alike should ask why these practices were allowed to continue . ''	neutral
HKScan is one of the leading food companies in northern Europe with homemarkets in Finland , Sweden , the Baltic countries and Poland .	neutral
We offer our customers solutions based on renewable raw materials .	neutral
The value of the deal has not been disclosed .	neutral
The GyPSii mobile social networking application is available in China with both Chinese and English language support .	neutral
The inventor was issued U.S. Patent No. .	neutral
This includes a EUR 39.5 mn change in the fair value of investment properties .	neutral
Pharmaceuticals - Belgium This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Belgium .	neutral
Sanoma News ' advertising sales decreased by 22 % during the year .	negative
`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks .	positive
Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .	neutral
In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .	negative
The sellers were EOSS Innovationsmanagement and a group of private individuals .	neutral
Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .	neutral
Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .	negative
The market making in accordance with the agreement will begin on September 24 , 2009 .	neutral
The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .	neutral
Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .	neutral
In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .	positive
It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .	positive
The serial bond is part of the plan to refinance the short-term credit facility .	neutral
The total service concept also includes technology services , with which Raute supports its customers throughout the entire life cycle of their investments .	neutral
The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 .	neutral
Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .	positive
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .	negative
In Finland , export industry forms a large clientele for the packaging industry .	neutral
Cargotec 's share capital after the increase totals 64,046,460 euros .	neutral
Pulkovo park will be ready in 2016 , its first stage of 23,000 sq. m. will be finished in the first quarter of 2010 .	neutral
In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .	negative
Eriikka S+¦derstr+¦m has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .	neutral
Approval by shareholders of Cencorp in accordance with Finnish law .	neutral
Pharmaceutical market in Italy Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Italy .	neutral
Uncertainties still exist , however .	neutral
Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .	neutral
The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .	positive
Finnish publishing and printing group Ilkka-Yhtym+Æ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .	neutral
Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .	neutral
Kone 's factory located at Ayanambakkam , a suburb to the west of Chennai , is a fully integrated facility which gives it the capability to address costs .	positive
Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .	neutral
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .	positive
Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 .	negative
The firm 's UK head office is in Rugby Road , Lutterworth .	neutral
The total investment necessary will be EUR40m , the company estimated .	neutral
The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .	neutral
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .	neutral
Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .	neutral
By cutting the number of plants , the group will trim fixed costs .	positive
Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .	negative
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .	neutral
BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .	neutral
At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .	negative
The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .	neutral
The company then said it will focus its resources on clinical research .	neutral
The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units .	neutral
In Finland , Alma Media will focus on quality and developing chain operations .	neutral
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .	neutral
Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 .	neutral
The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .	neutral
EBIT excluding non-recurring items was estimated to increase from 2009 .	positive
According to Bosse , the present cooperation is beneficial to all parties , however .	positive
`` Small well targeted acquisitions have played an important role in executing Satama 's strategy in the past couple of years .	neutral
No financial information was provided .	neutral
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .	positive
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .	neutral
According to latest information , Benefon will launch its Twig device on 20 September 2006 .	neutral
The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .	neutral
128,538 shares can still be subscribed for with Series E share options , max .	neutral
The company closed last year with a turnover of about four million euros .	neutral
Currently it operates a fleet of eight carriers , as well as nine pushers and barges .	neutral
Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries .	neutral
Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .	positive
It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion .	positive
This is the company 's first contract abroad .	neutral
Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .	neutral
In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .	neutral
Today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .	neutral
The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .	neutral
Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .	neutral
PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .	neutral
This organization will assume the responsibility for operations in Russia .	neutral
Altogether Finnair has canceled over 500 flights because of the strike .	negative
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .	negative
A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .	negative
ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .	neutral
The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper .	positive
This will be done domestically and in neighboring markets , both organically and through acquisitions .	neutral
The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .	positive
The business section also includes Ahlstrom 's sustainability report .	neutral
`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .	positive
The estimated synergy benefits are at least EUR7m annually .	positive
`` The sale of the oxygen measurement business strengthens our goal to focus on our chosen market segments .	neutral
According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months .	positive
The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .	positive
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .	positive
The solution will be installed in the USA to support the North American operations of the customer .	neutral
The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .	positive
The NTSB said investigators are set to conduct sight distance tests on July 18 , using trains similar to those involved in the accident .	neutral
Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .	neutral
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .	negative
This is bad news for the barbeque season .	negative
Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .	positive
Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .	neutral
The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .	neutral
The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .	neutral
The company does not disclose the sum it applied for .	neutral
`` BG Crane has been a strong partner for Hiab in Australia for many years .	neutral
The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus .	positive
The acquisition will have an immediate positive impact on Aspocomp 's financial result .	positive
As reported June 26 , `` both circuits continued to alternately report the track as vacant and then occupied almost constantly from June 17 , when part of the track signaling device was replaced , to the time of the crash , according to the Metro source . ''	neutral
POYRY PLC Additional information by : Heikki Malinen , President and CEO , Poyry PLC tel. +358 10 33 21307 Poyry is a global expert in consulting and engineering .	neutral
The full MidnightTrader extended-hours trading analysis and news service is available in real-time through COMTEX .	neutral
According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla - s shares and voting rights .	neutral
RIM has revamped the BlackBerry OS UI with the 6.0 version of the mobile operating system .	neutral
Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .	positive
Technopolis has approximately 130 customer companies in Jyvaskyla .	neutral
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .	positive
Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .	negative
CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .	neutral
The costs of the new ropax vessels are 30 % lower than those of the present ones .	positive
Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia .	neutral
The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .	neutral
Metsaliitto said that it will book a minor gain of less than EUR1 .0 m from the transaction .	positive
L&T is operative in Finland , Sweden , Latvia , Russia and Norway .	neutral
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .	neutral
The purchase price was not disclosed .	neutral
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .	positive
Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .	neutral
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .	positive
E 's building system service had revenue of EUR 355 mln in 2007 .	neutral
Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .	positive
The 5,000 megawatt wind farm being planned in Raahe would be built offshore in front of Ruukki 's Raahe Works .	neutral
The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business .	neutral
Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .	neutral
There has been some recovery of the base metals prices and increased demand for metals in China , however .	positive
They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight .	neutral
Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .	positive
The money will be spread mainly over 2011 and 2012 , the company said .	neutral
Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .	positive
In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .	negative
Among paper issues , Stora Enso R was little changed -- up 0.08 pct at 12.03 eur , UPM-Kymmene was 0.48 pct higher at 18.77 eur and M-real B added 0.50 pct to 3.99 eur .	neutral
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .	neutral
The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .	neutral
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .	negative
All of Raisio 's divisions recorded an operating profit .	positive
Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30 , 2007 , whereby Stockmann , or a wholly-owned subsidiary of it , will make a public tender offer for all of Lindex 's issued shares .	positive
The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings .	neutral
This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .	neutral
However , the total orders received will still be above last year s levels .	positive
Incap Corporation Stock Exchange Release 4 May 2010 at 8.30 a.m. INCAP CORPORATION 'S DIRECTED SHARE ISSUE WAS SUBSCRIBED IN FULL The Board of Incap Corporation has approved the subscriptions of directed share issue .	neutral
The company says the measures are no longer needed .	neutral
Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .	positive
The most important export markets are Norway , Germany , Russia and France .	neutral
They are responsible for their own operations , customer relationships , and the development of these .	neutral
In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .	neutral
The total headcount reduction will be 50 persons , the company said .	negative
As a consequence of the merger the number of administration personnel at the factories will be reduced by six .	neutral
It is the first application in the market for invoice and purchase requisition approval with a mobile device .	neutral
Tiimari 's registered share capital is 16,474,755 shares as per today .	neutral
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .	positive
As a result some 20 persons will no longer be needed .	negative
The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .	positive
The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .	neutral
The deal also includes a ten-year maintenance agreement .	neutral
It 's `` finger-friendly '' , and to my opinion , really fast .	neutral
As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .	neutral
The first phase will be completed by the end of 2012 .	neutral
RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .	neutral
To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina .	neutral
Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .	positive
Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .	neutral
The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks .	neutral
Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .	neutral
Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .	positive
The through service of FESCO is a telling example of strengthening the relationship between logistics companies and operators at the international level .	positive
The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .	positive
It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark .	neutral
Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .	neutral
Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .	neutral
The company expects its net sales for the whole 2009 to be at previous year levels .	neutral
In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''	negative
During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .	neutral
About Stonesoft Corporation Stonesoft Corporation ( OMX : SFT1V ) is an innovative provider of integrated network security solutions to secure the information flow of distributed organizations .	neutral
1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .	neutral
Competition authorities will have to approve the deal before it can be finalized .	neutral
No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .	neutral
Elisa will expand the use of this technology provided the pilot proves successful .	neutral
Some 250 people , of whom more than 200 are workers , will be retiring from the Raahe Works between 2008 and 2011 .	neutral
The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .	neutral
` Pulp and paper industries are growing in countries like China and Russia .	neutral
The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .	neutral
ABOUT MIDNIGHTTRADER : MidnightTrader is the premier source of extended-hours US equity trading analysis , news and forecasting for the retail and institutional investment community .	neutral
The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .	positive
The company is presently examining whether the project would be financially feasible .	neutral
Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock .	neutral
Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .	neutral
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .	positive
Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+_+_N SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+Æ+Æn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .	neutral
The real estate company posted a net loss of +  x201a -õ 59.3 million +  x201a -õ 0.21 per share compared with a net profit of +  x201a -õ 31 million +  x201a -õ 0.11 per share for the corresponding quarter of 2007 .	negative
The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .	neutral
Total operating revenue grew by 27.6 % year-on-year to EUR61m .	positive
The total project duration is three years and it is valued at some EUR11 .5 m.	neutral
Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space .	neutral
QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .	neutral
